func,cwe
"void CWE127_Buffer_Underread__char_declare_loop_65b_badSink(char * data)
{
    {
        size_t i;
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_loop_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        size_t i;
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_loop_67b_badSink(CWE127_Buffer_Underread__char_declare_loop_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        size_t i;
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_loop_68b_badSink()
{
    char * data = CWE127_Buffer_Underread__char_declare_loop_68_badData;
    {
        size_t i;
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_41_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_51b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_52b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_52c_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_53b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_53c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_53d_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_54b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_54c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_54d_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memcpy_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_54e_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_65b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_67b_badSink(CWE127_Buffer_Underread__char_declare_memcpy_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memcpy_68b_badSink()
{
    char * data = CWE127_Buffer_Underread__char_declare_memcpy_68_badData;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memcpy(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_41_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_51b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_52b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_52c_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_53b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_53c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_53d_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_54b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_54c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_54d_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_memmove_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_54e_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_65b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_67b_badSink(CWE127_Buffer_Underread__char_declare_memmove_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_memmove_68b_badSink()
{
    char * data = CWE127_Buffer_Underread__char_declare_memmove_68_badData;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        memmove(dest, data, 100*sizeof(char));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_41_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_51b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_52b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_52c_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_53b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_53c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_53d_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_54b_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_54c_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_54d_badSink(char * data)
{
    CWE127_Buffer_Underread__char_declare_ncpy_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_54e_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_63b_badSink(char * * dataPtr)
{
    char * data = *dataPtr;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    char * * dataPtr = (char * *)dataVoidPtr;
    /* dereference dataPtr into data */
    char * data = (*dataPtr);
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_65b_badSink(char * data)
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_66b_badSink(char * dataArray[])
{
    /* copy data out of dataArray */
    char * data = dataArray[2];
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_67b_badSink(CWE127_Buffer_Underread__char_declare_ncpy_67_structType myStruct)
{
    char * data = myStruct.structFirst;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__char_declare_ncpy_68b_badSink()
{
    char * data = CWE127_Buffer_Underread__char_declare_ncpy_68_badData;
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        /* POTENTIAL FLAW: Possibly copy from a memory location located before the source buffer */
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_22_badSink(int data)
{
    if(CWE127_Buffer_Underread__CWE839_connect_socket_22_badGlobal)
    {
        {
            int buffer[10] = { 0 };
            /* POTENTIAL FLAW: Attempt to access a negative index of the array
             * This check does not check to see if the array index is negative */
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_51b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_52b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_52c_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_53b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_53c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_53d_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_54b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_54c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_54d_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_connect_socket_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_54e_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_63b_badSink(int * dataPtr)
{
    int data = *dataPtr;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_64b_badSink(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    int * dataPtr = (int *)dataVoidPtr;
    /* dereference dataPtr into data */
    int data = (*dataPtr);
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_65b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_66b_badSink(int dataArray[])
{
    /* copy data out of dataArray */
    int data = dataArray[2];
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_67b_badSink(CWE127_Buffer_Underread__CWE839_connect_socket_67_structType myStruct)
{
    int data = myStruct.structFirst;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_connect_socket_68b_badSink()
{
    int data = CWE127_Buffer_Underread__CWE839_connect_socket_68_badData;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_22_badSink(int data)
{
    if(CWE127_Buffer_Underread__CWE839_fgets_22_badGlobal)
    {
        {
            int buffer[10] = { 0 };
            /* POTENTIAL FLAW: Attempt to access a negative index of the array
             * This check does not check to see if the array index is negative */
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_51b_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_52b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_52c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_52c_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_53b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_53c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_53c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_53d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_53d_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_54b_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_54c_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_54c_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_54d_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_54d_badSink(int data)
{
    CWE127_Buffer_Underread__CWE839_fgets_54e_badSink(data);
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_54e_badSink(int data)
{
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
"void CWE127_Buffer_Underread__CWE839_fgets_63b_badSink(int * dataPtr)
{
    int data = *dataPtr;
    {
        int buffer[10] = { 0 };
        /* POTENTIAL FLAW: Attempt to access a negative index of the array
         * This check does not check to see if the array index is negative */
        if (data < 10)
        {
            printIntLine(buffer[data]);
        }
        else
        {
            printLine(""ERROR: Array index is too big."");
        }
    }
}",CWE-127
